title,link,description
Is It Made of Metal? It Could Get More Expensive Under Trumpâ€™s Latest Tariffs.,https://www.nytimes.com/2025/02/11/business/economy/tariffs-steel-aluminum-manufacturing.html,"Duties of 25 percent on steel and aluminum will flow through to car buyers, beer drinkers, home builders, oil drillers and other users of metal goods."
Bus Crash in Guatemala City Kills Dozens of People,https://www.nytimes.com/video/world/americas/100000009982065/guatemala-bus-crash.html,"The vehicle fell off a bridge and plunged into a ravine early Monday morning, according to government officials."
"Bus Plunges off Bridge in Guatemala City, Killing at Least 53",https://www.nytimes.com/2025/02/10/world/americas/guatemala-bus-crash-bridge.html,The bus collided with other vehicles on a main bridge in Guatemalaâ€™s capital before falling into a ravine early Monday morning.
Why the Traffic Lights Have Slowed Down on 3rd Avenue,https://www.nytimes.com/2025/02/10/nyregion/traffic-lights-third-avenue-cyclists.html,The city has reset traffic signals on a two-mile stretch to make it safer for cyclists.
Trump Is Freezing Money for Clean Energy. Red States Have the Most to Lose.,https://www.nytimes.com/2025/02/10/climate/trump-clean-energy-republican-states.html,About 80 percent of manufacturing investments spurred by a Biden-era climate law have flowed to Republican districts. Efforts to stop federal payments are already causing pain.
Trump Administration Move to Freeze E.V. Charger Funding Confounds States,https://www.nytimes.com/2025/02/07/climate/trump-ev-charger-funding-freeze.html,Some have halted work on the Biden-era $5 billion program to build E.V. charging stations. Others plan to keep building. Most are confused.
"As Musk Attacks Diversity, Tesla Addressed Racism Complaints",https://www.nytimes.com/2025/02/06/business/tesla-elon-musk-dei-discrimination.html,The companyâ€™s board pledged to investors that it would pay closer attention to how the company managed workers.
"$62,000 for the Super Bowl. $1 Million for Formula 1. How Much Would You Pay for a Sporting Event?",https://www.nytimes.com/2025/02/06/travel/sports-events-expense-pricing.html,Private and customizable â€œultraluxeâ€ packages are increasingly in demand. Hereâ€™s what (a lot of) money can buy at upcoming events.
Teslaâ€™s European Sales Drop in January After Musk Disrupts Politics There,https://www.nytimes.com/2025/02/05/business/tesla-germany-elon-musk.html,"The U.S. electric car companyâ€™s sales are sliding across Europe, amid what many see as interference in local affairs by Teslaâ€™s chief executive, Elon Musk."
Is Waymo Friend or Foe to Uber?,https://www.nytimes.com/2025/02/05/technology/waymo-uber-partnership.html,The fast expansion of Waymoâ€™s driverless car service is growing competition for Uber. The companies are also partners.
Honda and Nissan Merger Talks in Peril,https://www.nytimes.com/2025/02/05/business/honda-nissan-merger.html,Two of Japanâ€™s largest automakers have been in talks to combine their operations to form one of the worldâ€™s biggest car groups.
Our Bar-Napkin Presidency,https://www.nytimes.com/2025/02/04/opinion/trump-tariffs-china-evs.html,The presidentâ€™s impulsive tariffs are a symptom of a deeper challenge to U.S. manufacturing.
"3 Mexican Sectors Most Affected by U.S. Tariffs, and How the Country Could Respond",https://www.nytimes.com/2025/02/02/world/americas/mexico-economy-trump-tariffs.html,"President Trumpâ€™s tariffs will have major effects on Mexicoâ€™s auto industry, agriculture and energy, but the country has some means for responding."
Trumpâ€™s Canada and Mexico Tariffs Could Hurt Carmakers,https://www.nytimes.com/2025/02/01/business/economy/tariffs-trump-automakers-canada-mexico.html,"General Motors and a few other companies make as much as 40 percent of their North American cars and trucks in Canada and Mexico, leaving them vulnerable to tariffs."
Trumpâ€™s Tariffs Would Reverse Decades of Integration Between U.S. and Mexico,https://www.nytimes.com/2025/02/01/us/politics/trumps-tariffs-us-mexico.html,"Ties between the United States and Mexico have deepened over 30 years of free trade, creating both benefits and irritants."
Canadaâ€™s Auto Industry Capital Braces for Trump Tariffs,https://www.nytimes.com/2025/02/01/world/canada/canada-trump-tariffs-windsor.html,"Windsor, Ontario, right across the border from Detroit, has close ties to the United States but now faces exceptional economic disruption."
Tesla and Chinese Carmakers Could See Windfall From E.U. Emissions Rules,https://www.nytimes.com/2025/01/31/business/tesla-chinese-carmakers-europe-emissions.html,European carmakers are urging Brussels to ease regulations to help them avoid buying carbon credits from rivals in increasingly large amounts.
"In Car-Loving Los Angeles, the Charred Remains of Vehicles Cut Deep",https://www.nytimes.com/2025/01/20/us/los-angeles-wildfires-cars-transport.html,"For many residents, a set of wheels is an extension of their home, a key to their income or a source of priceless memories."
Teslaâ€™s Profit Fell Sharply Last Year,https://www.nytimes.com/2025/01/29/business/tesla-earnings-elon-musk.html,"The electric car company run by Elon Musk is facing increasing competition, but investors have focused mostly on the prospects for Teslaâ€™s self-driving technology."
Senate Confirms Lee Zeldin to Head E.P.A.,https://www.nytimes.com/2025/01/29/climate/lee-zeldin-epa-confirmation.html,The former New York congressman has little experience in environmental policy. He is expected to follow orders to weaken climate rules.
What the Fedâ€™s Rate Policy Means for Your Finances,https://www.nytimes.com/2025/01/29/business/interest-rates-consumers-savings-loans.html,"Hereâ€™s how the central bankâ€™s interest rate stance influences car loans, credit cards, mortgages, savings and student loans."
Transportation Secretary Seeks Rollback of Bidenâ€™s Fuel Economy Standards,https://www.nytimes.com/2025/01/28/us/politics/trump-fuel-economy-standards-rollback.html,The order is the latest Trump administration effort against Biden-era initiatives that intended to promote electric vehicles and reduce greenhouse gas emissions.
G.M. Has Plans Ready for Trumpâ€™s Canada and Mexico Tariffs,https://www.nytimes.com/2025/01/28/business/general-motors-trump-mexico-canada-tariffs.html,"General Motors, the largest producer of cars in Mexico, wonâ€™t provide details on how it would react if President Trump imposes 25 percent tariffs from the two countries."
Trump Is Going Woke,https://www.nytimes.com/2025/01/28/opinion/deepseek-ai-trump.html,"The presidentâ€™s energy policies may not make America great again, but they will definitely help make China great again."
"E.V. Owners Donâ€™t Pay Gas Taxes. So, Many States Are Charging Them Fees.",https://www.nytimes.com/2025/01/27/business/ev-fees-gas-tax.html,"States are using higher registration fees for electric cars to make up for declining fuel taxes, but some are punitive, environmentalists say. A federal tax could be coming."
Ontario Premier Calls Early Election in Response to Trump Tariff Threat,https://www.nytimes.com/2025/01/24/world/canada/ontario-tariffs-doug-ford-trump.html,"Doug Ford, Ontarioâ€™s Conservative leader, has recently said that President Trump was â€œgoing to try to devastate our countryâ€ with a plan to impose tariffs on Canadian exports."
â€˜At Least We Found Theseâ€™,https://www.nytimes.com/2025/01/23/us/wildfires-rubble.html,"Ken Bensinger, a politics reporter based in Los Angeles, explores the pain of families digging through the rubble."
"Tom Fitzmorris, Colorful New Orleans Food Critic, Dies at 74",https://www.nytimes.com/2025/02/20/dining/tom-fitzmorris-dead.html,"In print, online and on the radio, he parlayed a savantâ€™s mastery of his cityâ€™s restaurant menus and a love of the spotlight into a career that spanned five decades."
Meet the Cheerful Cook Who Wants You to Love Hospital Food,https://www.nytimes.com/2025/02/07/dining/hospital-cook.html,"In the latest episode of â€œOn the Job,â€ Priya Krishna visited Bill Freeman, who brings care and finesse to patientsâ€™ meals at a Pittsburgh hospital."
The $3 Billion House That Orange Chicken Built,https://www.nytimes.com/2025/02/13/dining/panda-inn.html,"The parent restaurant of Panda Express underwent a multimillion-dollar renovation. The deep, comforting pleasures are still on the menu."
"A New York Restaurant, a Texas Farm and Their Plant-Based Brawl",https://www.nytimes.com/2025/02/13/dining/dirt-candy-trademark-dispute.html,"They shared the same name, Dirt Candy, and a devotion to healthy food. But a trademark dispute turned into an urban-rural standoff."
"Live From This Italian Restaurant, Itâ€™s â€˜Saturday Nightâ€™!",https://www.nytimes.com/2025/02/13/dining/snl-restaurant.html,"For decades, the â€˜Saturday Night Liveâ€™ creator Lorne Michaels has been wining and dining celebrity hosts and staff members on Tuesdays at the unassuming Midtown restaurant Lattanzi."
My Obsessive Quest for a Thrilling Beef Noodle Soup,https://www.nytimes.com/2025/02/11/dining/lanzhou-beef-noodle-soup.html,"As Lanzhou beef noodle soup goes from regional specialty to global attraction, I set out to find the best bowls in New York City."
The Best Steak Dinner Is One You Make at Home,https://cooking.nytimes.com/article/steak-au-poivre,Choose the right cut of meat and follow these easy tips to prepare steak au poivre for two.
A Ramen That Merges Japan and the South,https://www.nytimes.com/2025/02/10/dining/potlikker.html,"Once thought of as a byproduct of collard greens, brothy, complex potlikker takes on new life as a wonderful base for a Japanese staple."
The Surprising Trick for Cooking Rice That Works for Any Grain,https://cooking.nytimes.com/article/how-to-cook-grains-rice,A simple boiling method doesnâ€™t require measuring or memorization â€” and you probably already know how to do it.
She Cooked Dinner for 30. Then She Danced With a Lion.,https://www.nytimes.com/2025/02/03/t-magazine/beverly-nguyen-lunar-new-year.html,"In New York, the stylist and store owner Beverly Nguyen welcomed the year of the snake by treating her friends to a meal full of traditions."
Our Ultimate Guide to Making the Best Chili,https://cooking.nytimes.com/article/how-to-make-chili,"From equipment to ingredient selection to the step-by-step cooking, hereâ€™s how to make a superb version of this cozy staple."
"Fries With Your McBaguette? For Some Travelers, McDonaldâ€™s Is a Destination.",https://www.nytimes.com/2025/01/28/travel/mcdonalds-international-locations-menu.html,"A new photography book showcases idiosyncratic locations, including a â€œski-throughâ€ window in Sweden, and local menu offerings that some see as an entry point into an unfamiliar cuisine."
"Charles Phan, Whose Slanted Door Elevated Vietnamese Food, Dies at 62",https://www.nytimes.com/2025/01/23/dining/charles-phan-dead.html,"A culinary star familiar on TV, he married local ingredients with the food he grew up on in running an acclaimed San Francisco restaurant and its offshoots."
"The Perfect Cacio e Pepe Recipe, According to Science",https://www.nytimes.com/2025/01/24/science/cacio-e-pepe-recipe-corn-starch.html,Italian scientists have drawn from thermodynamic principles to prevent a famous pasta from turning into a gooey mess.
This Soup Should Always Be on the Table,https://www.nytimes.com/2025/01/22/magazine/gukbap-recipe.html,"A beefy, brothy Korean soup, is as reliable as it is ubiquitous."
"AndrÃ© Soltner, Famed Chef at New Yorkâ€™s LutÃ¨ce, Dies at 92",https://www.nytimes.com/2025/01/18/dining/andre-soltner-dead.html,Customers returned again and again for his impeccable French dishes at a restaurant that one food critic said â€œset the gold standard.â€
Donâ€™t Eat the Burger. Itâ€™s a Stool.,https://www.nytimes.com/2025/01/17/realestate/food-stools-furniture-trend.html,"Furniture resembling food â€” fruit, sandwiches and more â€” has gone viral on social media and led to a shopping frenzy."
How America Tuned In to the TV Dinner,https://www.nytimes.com/2025/01/10/dining/america-tv-dinner.html,The illustrator Koren Shadmi chronicles the half-baked history of the once beloved Swanson meal-in-a-tray.
Diabetes and Heart Disease Rise Alongside Sugary Drink Consumption,https://www.nytimes.com/2025/01/06/health/sugary-soda-beverages-diabetes-heart-disease.html,"A new study assesses the effects of sugar-laden beverages on global health, with higher rates of consumption found in Latin America and parts of Africa."
An Easy One-Pot Method for Vegetarian Meals,https://cooking.nytimes.com/article/easy-one-pot-vegetarian-meals,"This technique for cooking grains, vegetables and proteins all at once will make plant-based cooking part of your routine."
Americans Are Warming to a Different Kind of Japanese Whiskey,https://www.nytimes.com/2025/01/03/dining/drinks/japanese-whiskey-takamine-koji.html,"More than 130 years after its inventor tried to introduce it in the U.S., whiskey made with a mold called koji is catching on in bars and stores."
How Will We Eat in 2025? 9 Predictions to Chew On.,https://www.nytimes.com/2024/12/31/dining/food-eating-predictions-2025.html,"Food forecasters see a year of offbeat choices: savory coffees, great convenience-store cuisine and sauces on everything."
13 Cozy Winter Dinners to Warm You Up,https://www.nytimes.com/2024/12/30/dining/winter-recipes-warming.html,"When the weather outside is frightful, cook something delightful."
"Make a Soup, Any Soup",https://www.nytimes.com/2024/12/28/dining/soup-holidays-pleasure.html,"As the days start to feel shorter and darker and colder, soup can warm both our bodies and our souls."
Our Favorite Food Stories of 2024,https://www.nytimes.com/2024/12/23/t-magazine/favorite-food-stories.html,"From a debate about the most delicious pasta dishes in Italy to a luxurious baked potato recipe, these are the most appetizing and surprising food features T published this year."
The Food Stories We Couldnâ€™t Put Down in 2024,https://www.nytimes.com/2024/12/18/dining/most-popular-food-stories-2024.html,"From restaurant lists to indispensable cooking tips, these are our most read articles of the year."
Heâ€™s the Only 3-Michelin-Starred Chef in Seoul. Donâ€™t Cross Him.,https://www.nytimes.com/2024/12/21/business/culinary-class-wars-netflix-anh-sung-jae.html,"Anh Sung-jae went to America as a 13-year-old, joined the Army, went to culinary school and opened a top restaurant in San Francisco. Now back home in South Korea, heâ€™s a Netflix star."
The Queer Book Shops Opening Across the Country,https://www.nytimes.com/2024/12/19/t-magazine/queer-book-shops-opening-across-the-country.html,"Plus: a stylistâ€™s new fragrance line, a sophisticated stationery box and more recommendations from T Magazine."
11 Fun Party Appetizers That Start With Frozen Puff Pastry,https://cooking.nytimes.com/article/puff-pastry-appetizer-recipes,"These golden, flaky bites are sure to impress your guests during the holiday season."
"Is It Safe to Put Hot Food in the Fridge? And More Food Safety Questions, Answered",https://cooking.nytimes.com/article/food-refrigeration-safety,Thereâ€™s a universal â€” and easy â€” answer to a common kitchen predicament.
"As East Villageâ€™s Little India Fades, One Place Keeps Its Lights On",https://www.nytimes.com/2024/12/13/nyregion/nyc-little-india-restaurants-close.html,Three neighboring South Asian restaurants with string light-filled windows survived for decades. Only one remains as Sixth Streetâ€™s â€œCurry Rowâ€ moniker fades.
When Food Is Only a Portion of the Story,https://www.nytimes.com/2025/02/19/insider/kim-severson-food-journalism.html,"For Kim Severson, a reporter based in Atlanta who writes about food culture for The Times, the way we eat reflects where we are as a society."
F.D.A. Firings Decimated Teams Reviewing A.I. and Food Safety,https://www.nytimes.com/2025/02/21/health/fda-trump-layoffs-device-and-food-safety.html,"Staff units evaluating high-tech surgical robots and insulin-delivery systems were gutted by Trump layoffs even though industry fees, not taxpayers, financed the employee salaries."
F.D.A.â€™s Food Safety Chief Resigns Over Trump Administration Layoffs,https://www.nytimes.com/2025/02/18/us/politics/fda-food-safety-jim-jones-resignation.html,"The chief said the loss of critical employees overseeing the nationâ€™s food supply made his work impossible. Robert F. Kennedy Jr., the nationâ€™s new health secretary, has pledged to gut the division."
"In â€˜Our Town,â€™ the Characters Are Fictional. The Bacon Is Real.",https://www.nytimes.com/2024/12/11/dining/broadway-our-town-smells.html,"Backstage at the Broadway play, theyâ€™re frying up the aroma of breakfast â€” part of a long tradition of adding scents to plays and movies."
You Can Take the Fried Chicken Out of Kentucky â€¦,https://www.nytimes.com/2025/02/19/business/kfc-texas-kentucky-fried-chicken.html,"KFC, formerly named Kentucky Fried Chicken, disappointed state leaders when it announced it was moving to Texas."
Hungry for the Best? Here Are Our Top New York Dishes of 2024.,https://www.nytimes.com/2024/12/10/dining/best-2024-nyc-dishes.html,"A messy patty melt, an exemplary chocolate cake and two dozen other delights worth savoring."
A Book Comes Close to a Unified Theory of Food. Itâ€™s a Big Job.,https://www.nytimes.com/2025/02/05/books/review/how-the-world-eats-julian-baggini.html,"In â€œHow the World Eats,â€ the philosopher Julian Baggini grapples with â€œeverything that affects and is affected byâ€ our comestibles."
Shakes Sold to Nursing Homes Recalled After Deadly Listeria Outbreak,https://www.nytimes.com/2025/02/23/us/shake-recall-listeria-nursing-homes.html,The frozen supplemental drinks have been linked to an outbreak of listeria that has killed at least 11 people and hospitalized 37.
"Ken Rosenthal, Founder of Panera Breadâ€™s Forerunner, Dies at 81",https://www.nytimes.com/2025/02/23/business/ken-rosenthal-dead.html,"He built a small chain of bakery cafes, with sourdough bread as its star. A few years after it was sold, it became nationally famous under a new name."
What That Chain Saw Was Really About,https://www.nytimes.com/2025/02/21/us/politics/elon-musk-doge-cpac-chainsaw.html,"Waving a chain saw onstage at CPAC, Elon Musk showed how he has emulated a right-wing leader."
Are Runny Egg Yolks Safe to Eat?,https://www.nytimes.com/2025/02/19/well/runny-egg-yolk-salmonella-bird-flu-safety.html,Itâ€™s hard to beat a yolk-soaked breakfast sandwich. But undercooking your eggs carries real health risks.
Is This Common Herbicide Harming Your Health?,https://www.nytimes.com/2025/02/19/well/glyphosate-health-cancer.html,"The science on glyphosate, best known as Roundup, still isnâ€™t settled."
"Answering Lifeâ€™s Health Questions, One Week at a Time",https://www.nytimes.com/2025/02/18/insider/ask-well-health-questions.html,"Why am I so tired? Can alcohol cause panic attacks? In Ask Well, a column edited by Julia Calderone, The Times tackles readersâ€™ personal health questions."
Kennedy Says â€˜Nothingâ€™ Off Limits in Scrutinizing Chronic Disease,https://www.nytimes.com/2025/02/18/us/politics/rfk-speaks-hhs.html,"Robert F. Kennedy Jr., laying out his early health agenda, said he would examine childhood vaccines, psychiatric drugs and other â€œformerly tabooâ€ topics in investigating the causes of chronic disease."
Is Fake Meat Better for You Than Real Meat?,https://www.nytimes.com/2025/02/17/well/eat/is-fake-meat-healthy.html,Hereâ€™s what we do â€” and donâ€™t â€” know.
Trump Cuts Target Next Generation of Scientists and Public Health Leaders,https://www.nytimes.com/2025/02/18/us/politics/fda-cdc-health-department-trump.html,"A core group of so-called disease detectives, who track outbreaks, was apparently spared. But other young researchers are out of jobs."
Censored Science Canâ€™t Save Lives,https://www.nytimes.com/2025/02/18/opinion/asthma-drugs-dei-health-research-cdc-nih.html,Progress cannot occur if scientists are barred from asking certain questions.
Father Seeks $7 Million for Food Poisoning Deaths in Dominican Republic,https://www.nytimes.com/2025/01/31/travel/dominican-republic-resort-food-poisoning-deaths-lawsuit.html,"A Canadian family of four fell ill after eating at an all-inclusive resortâ€™s buffet in late 2023, leading to the deaths of the mother and oldest son."
The Timeless Appeal of Puerto Vallarta,https://www.nytimes.com/2025/02/17/travel/puerto-vallarta-mexico.html,"In the 1960s, Richard Burton and Elizabeth Taylor hid away in what was a bucolic town on the Pacific Coast of Mexico. Decades later, a writer discovered why."
"Ron Travisano, Adman Behind Singing Cats and Joe Isuzu, Dies at 86",https://www.nytimes.com/2025/02/16/obituaries/ron-travisano-adman-dead.html,"The art director for Meow Mix and other memorable commercials, he began his career at the dawn of a creative revolution on Madison Avenue."
Texas County Declares an Emergency Over Toxic Fertilizer,https://www.nytimes.com/2025/02/14/climate/forever-chemicals-sewage-sludge-fertilizer-texas.html,"Johnson County is seeking federal assistance, saying its farmland has become dangerously contaminated with â€œforever chemicalsâ€ from the use of fertilizer made from sewage sludge."
Life After a Rebel Takeover,https://www.nytimes.com/2025/02/01/world/africa/dr-congo-rwanda-rebels.html,"For those living in Goma, which has been captured by Rwanda-backed rebels, there is little water, little food and much uncertainty."
The Hard Truth About Nicotine,https://www.nytimes.com/2025/02/14/opinion/smoking-vaping-fda.html,The F.D.A. is making its biggest move yet to end smoking. It needs to be careful not to give rise to another public health crisis.
7 New Books We Recommend This Week,https://www.nytimes.com/2025/02/13/books/review/new-books-recommendations.html,Suggested reading from critics and editors at The New York Times.
Lifesaving Aid Remains Halted Worldwide Despite Rubioâ€™s Promise,https://www.nytimes.com/2025/02/12/us/politics/usaid-waivers-rubio.html,A new directive puts further exemptions on hold. Aid workers also say the U.S. government has made it impossible to pay partners around the world.
Canned Tuna Sold at Trader Joeâ€™s and Costco Is Recalled Over Botulism Risks,https://www.nytimes.com/2025/02/12/business/canned-tuna-recall-botulism.html,"Tuna sold in 26 states and in Washington, D.C., was recalled over concerns that it may have been contaminated. The stores affected include Trader Joeâ€™s, Genova, Van Campâ€™s and H-E-B."
The U.S.A.I.D. Chaos Already Has Dire Effects,https://www.nytimes.com/2025/02/12/opinion/usaid-foreign-aid.html,The agency keeps children alive and us safe.
Racing for Pennies: A Day in the Life of a Chinese Food Delivery Worker,https://www.nytimes.com/interactive/2025/01/29/world/asia/china-delivery-driver.html,"In Chinaâ€™s economic downturn, food-delivery workers toiling under unforgiving rules and dwindling pay say they donâ€™t see a future."
Should Dinner Be the Smallest Meal of the Day?,https://www.nytimes.com/2025/02/11/well/eat/health-benefits-of-a-smaller-dinner.html,Experts explain how the size of your meals â€” and the time you eat them â€” can affect your health.
"France, Finally, Wins the Worldâ€™s Top Food Award Again",https://www.nytimes.com/2025/01/28/world/europe/france-bocuse-winner-gastronomy-food.html,"In 2023, the country failed to finish in the top three as Denmark won the Bocuse dâ€™Or, a fine-dining competition. This year, France reclaimed the crown."
Whole Foods Workers Form First Union in Amazonâ€™s Grocery Chain,https://www.nytimes.com/2025/01/27/business/whole-foods-union-vote.html,"The union win, at a Philadelphia store where workers are seeking higher wages, comes as Amazon is also fighting organizing efforts among some warehouse employees and delivery drivers."
Kennedy Says Ultraprocessed Foods Are Driving Chronic Disease. Hereâ€™s What the Science Shows.,https://www.nytimes.com/2025/01/29/us/politics/rfk-jr-processed-foods-chronic-disease.html,"In a Senate hearing, Robert F. Kennedy, Jr. said that efforts to address the high rates of chronic disease need to start with fixing the food supply."
3 Reasons to Love Frozen Food,https://www.nytimes.com/2025/01/29/well/eat/frozen-food-health-benefits-tips.html,"Nutrition experts say theyâ€™re not only as good as fresh, theyâ€™re often better."
2 Million Baked Goods Are Recalled Over Listeria Risk,https://www.nytimes.com/2025/02/09/health/fda-donuts-recall-listeria.html,"The recall, which was initiated on Jan. 7 and upgraded on Wednesday, includes several Dunkinâ€™ products, federal safety officials said."
"With Aid Cutoff, Trump Halts Agencyâ€™s Legacy of â€˜Acting With Humanityâ€™",https://www.nytimes.com/2025/02/08/health/trump-usaid-health-aid.html,Shock and grief rippled through the health community as lifelines for care were abruptly severed.
Live Bird Markets Ordered to Close in New York After Avian Flu Is Found,https://www.nytimes.com/2025/02/07/nyregion/nyc-bird-flu-markets.html,"The order affects roughly 80 markets in New York City and in several nearby counties. New Jersey is also asking its live markets to voluntarily clean, disinfect and temporarily close."
Millions Will See This Super Bowl Ad. Health Experts (and Two Senators) Arenâ€™t Pleased.,https://www.nytimes.com/2025/02/07/well/hims-hers-health-super-bowl-ad.html,"The spot makes lofty claims about weight-loss drugs offered by the telehealth company Hims & Hers, but says little about risks."
"Susan F. Wood, Who Quit F.D.A. Over Contraception Pill Delay, Dies at 66",https://www.nytimes.com/2025/02/06/us/susan-f-wood-dead.html,She left the agency saying politics had slowed the approval of the morning-after pill for over-the-counter use. Her resignation drew national attention.
Cows Have Been Infected With a Second Form of Bird Flu,https://www.nytimes.com/2025/02/05/health/bird-flu-cattle-d11.html,A new version of the virus is widespread in wild birds but had not previously been detected in cows.
Right-Wing Group Publishes â€˜D.E.I. Watch Listâ€™ Targeting Federal Workers,https://www.nytimes.com/2025/02/05/us/politics/dei-watchlist-federal-health-workers-cdc-nih.html,"The American Accountability Foundation list included names and photos of more than 50 people, many in programs aimed at improving the health of people of color."
Are Eggs Safe to Eat as Bird Flu Spreads?,https://www.nytimes.com/2025/02/05/well/eggs-bird-flu.html,Hereâ€™s what experts want you to know.
"Want Eggs With Your Breakfast? Pay a Surcharge, Waffle House Says.",https://www.nytimes.com/2025/02/04/business/waffle-house-egg-surcharge.html,"The restaurant chain, which serves breakfast all day, said it was adding the temporary 50-cent surcharge because the bird flu has caused a shortage in the egg supply."
PepsiCo Adding Healthier Snacks as Consumers Shun Salt and Fat,https://www.nytimes.com/2025/02/04/business/pepsico-earnings-salty-snacks.html,"Rising consumer demand for fewer empty calories is pushing the snack and beverage giant to offer options with less sodium, fat and artificial ingredients."
How a Leftist Activist Group Helped Torpedo a Psychedelic Therapy,https://www.nytimes.com/2025/02/04/health/fda-mdma-psychedelic-therapy-psymposia.html,The fallout from the F.D.A.â€™s rejection of MDMA-assisted treatment for PTSD worries researchers and experts who fear other psychedelic drugs in the pipeline could be jeopardized.
F.D.A. Approves Studies of Pig Organ Transplants for Kidney Patients,https://www.nytimes.com/2025/02/03/health/pig-kidney-transplants-clinical-trials.html,The research offers hope to tens of thousands of patients with kidney failure who are on a long waiting list for an organ transplant.
F.D.A. Upgrades Recall of Some Chocolate Snacks to Highest Risk Level,https://www.nytimes.com/2025/02/01/health/fda-recalls-chocolate-cal-yee.html,"The agency warned that the products, made by Cal Yee Farm, could have potentially serious or even deadly consequences because the packages were mislabeled. No illnesses have been reported."
Cats May Have Gotten Bird Flu From Raw Pet Food. Hereâ€™s What to Know.,https://www.nytimes.com/2025/01/23/health/bird-flu-cats-food.html,The cases have spurred new pet food safety rules and poultry surveillance efforts.
That Art Piece on Your Coffee Table? Itâ€™ll Get You High.,https://www.nytimes.com/2025/01/31/realestate/cannabis-marijuana-decor-design.html,Cannabis paraphernalia is joining the world of home dÃ©cor. Here are some of the most interesting new designs and designers.
"Plane Crash Clues, and a New Way to Treat Pain",https://www.nytimes.com/2025/01/31/podcasts/the-headlines/plane-crash-washington-trump-opioids.html,"Plus, 82,000 gallons of blue paint."
Takeaways From Day 2 of Kennedyâ€™s Confirmation Hearings,https://www.nytimes.com/2025/01/30/us/politics/rfk-jr-confirmation-takeaways.html,"Robert F. Kennedy Jr., President Trumpâ€™s nominee for health secretary, vigorously defended his views on vaccines, and a key senator still has clear doubts."
F.D.A. Approves Drug to Treat Pain Without Opioid Effects,https://www.nytimes.com/2025/01/30/health/fda-journavx-suzetrigine-vertex-opioids.html,"The drug, Journavx by Vertex Pharmaceuticals, blocks pain signals to the brain, making it nonaddictive."
"A Fish Farm Offered 40,000 Pounds of Salmon for Free. There Was a Catch.",https://www.nytimes.com/2025/01/30/nyregion/localcoho-salmon-donations-live-fish.html,"When an upstate New York salmon farm went out of business, nonprofits had days to find a way to catch, refrigerate and clean more than 13,000 fish."
Want an Authentic Travel Experience? Try McDonaldâ€™s.,https://www.nytimes.com/2025/01/21/magazine/travel-fast-food.html,Itâ€™s a much realer version of the supposed authenticity we so often seek.
Fact-Checking Kennedyâ€™s Health Claims in His Confirmation Hearing,https://www.nytimes.com/2025/01/29/health/rfk-jr-health-fact-check-obesity-covid.html,"Robert F. Kennedy Jr., the nominee to lead the Department of Health and Human Services, made a number of disputed claims."
The F.D.A. Upgraded a Recall of Some Layâ€™s Potato Chips. Hereâ€™s What to Know.,https://www.nytimes.com/2025/01/29/business/frito-lay-potato-chips-recall.html,"The Food and Drug Administration is using its most severe notice in a recall of more than 6,000 bags of chips in two states because of â€œundeclared milk.â€"
5 Health Topics Likely to Come Up During Robert F. Kennedy Jr.â€™s Hearings,https://www.nytimes.com/2025/01/29/us/politics/rfk-jr-medicaid-medicare-obamacare-vaccines-food.html,"While Mr. Kennedy, seeking the job of health secretary, has been vocal about vaccines and his desire to overhaul the nationâ€™s diet, he has said very little about other issues."
"Kennedy, Polarizing Pick for Health Secretary, Defends Shifts on Vaccines and Abortion",https://www.nytimes.com/2025/01/29/us/politics/rfk-jr-confirmation-hearing.html,"Robert F. Kennedy Jr. testified in a sometimes-contentious hearing before the Senateâ€™s Finance Committee on Wednesday, and will appear Thursday before the health committee."
Citizen Scientists Reclaim Japanâ€™s Nuclear Disaster Zone,https://www.nytimes.com/2025/01/29/world/asia/citizen-scientists-japan-fukushima.html,"Armed with measuring devices, groups of citizens are embracing science to monitor radioactive fallout â€” and regain control of lives upended by the 2011 meltdowns in Fukushima."
A Nutrition Program for Low-Income Americans Seeks Clarity on Funding Pause,https://www.nytimes.com/2025/01/28/health/funding-freeze-wic-nutrition.html,"It was not immediately known how the federal funding freeze would affect W.I.C., which provides vouchers for healthy foods to low-income pregnant and postpartum women, infants and children."
Food and Other Vital Aid Surge Into Gaza After 15 Months of Scarcity,https://www.nytimes.com/2025/01/20/world/middleeast/gaza-food-aid-surge.html,"Hunger has gripped the enclave, besieged by Israel, and the surge is a step toward alleviating it. But with Hamas asserting its grip on Gaza, questions remain about how aid is distributed."
Starbucks Reports Weak Earnings as It Tries to Woo Back Customers,https://www.nytimes.com/2025/01/28/business/starbucks-earnings.html,"Traffic is down, but improving. â€œMuch of our work is just beginning,â€ said Brian Niccol, the chief executive."
F.D.A. Approves Ozempic to Treat Kidney Disease,https://www.nytimes.com/2025/01/28/well/ozempic-kidney-disease.html,The decision will further broaden the use of the blockbuster drug.
The $8 Billion Childrenâ€™s Vaccine Fund Kennedy Would Oversee,https://www.nytimes.com/2025/01/28/health/robert-f-kennedy-jr-children-vaccines-senate-confirmation.html,"If confirmed by the Senate to be the nationâ€™s health secretary, Robert F. Kennedy Jr. would have vast powers over immunization policies for children and adults."
